,Unnamed: 0,store_id,store_name,score,review_cnt,review,ADJ,unique_adj,vector
231,231,15,つけ麺 えん家,3.09,9,雨だったので久しぶりに電車に乗るために早稲田駅へ向かっていたら、プレオープンの看板を見つけました。どうやらつけ麺店がオープンするそう。このコロナの中、早稲田大生がいない中、油そば激戦区の中、何でこの地を選んだのか・・・と思いましたが新店なので興味を持ち、週末に行ってみました。店内に入ると、右手に券売機があります。つけ麺一本勝負かと思いきや、まぜそばのメニューもあるようで一瞬悩みましたが、ここはウリのつけ麺で攻めるべきだろうと思いつけ麺（780円）をポチ。つけ麺は中盛（300g）、大盛（450g）が同料金となっています。週末は胃が小さくなるため、中盛をオーダー。1人でしたが、テーブル席に案内されました。店内の先客は5名。思ったよりお客さんが入っています。壁に食べ方の案内があったので見てみるとそれはまぜそばの食べ方の案内で、つけ麺をオーダーした私には関係ない案内でした。ただ、案内書きの最後に紙エプロンは券売機の横にあると書かれていたので、紙エプロンを取りに行きました。そしてつけ麺が着丼。麺のほうに2種類のチャーシュー、水菜がトッピングされています。そしてチャーシューの上に黒い粒々がオン。キャ・・・キャビア？粒々を舐めてみたけど、味がハッキリとしていなくてわかりませんでした(;^_^Aつけ汁には刻み玉葱とフライドオニオンがトッピングされています。麺をつけ汁につけて食べてみると「えーーー！いまさら、この味？！」とビックリしました。スープは豚、鶏、魚介系、野菜を長時間煮込んだスープだそうですが味はほぼほぼ魚介で、2000年代中盤頃に流行ったつけ麺ブームの味わいが蘇る味。学生がいたら、油そば以外のラーメンって事で定着したかもしれないけど、学生がいない今の早稲田でこの味ってどうなんだろう・・・って思いました。麺は中太のストレート麺で、もちもちしていてつけ汁をよく絡みます。チャーシューは可もなく不可もなく。つけ麺あるあるですが、麺をつけて食べていくうちにつけ汁が冷めてきました。そういえば、あつもりは聞かれなかったけどやってないのかな？ボリュームは300gでちょうど良かったです。つけ汁が残れば、スープ割があるかどうか聞こうかと思ったのですが麺に全て絡んでなくなってしまいましたのでスープ割があるかどうかは、尋ねてみて下さい。つけ麺に関しては、正直、インパクトがありませんでしたので今度はまぜそばで再訪してみたいと思います。コロナに負けず、頑張って下さい。ごちそうさまでした。,"['小さい', 'ない', '黒い', 'ない', 'ない', '良い']","{'小さい', 'ない', '黒い', '良い'}",
232,232,15,つけ麺 えん家,3.09,9,リーガロイヤルホテルから早稲田の辺りを散策つけ麺が食べたくなって入ってみましたこの時間帯は人通りが少ない新店のようで綺麗ですまぜそばも気になりましたが初心貫徹でつけめんの注文スープはやや粘度高め豚や鳥、野菜をしこたま煮込だポタージュの様スープが良く絡んだ麺を頂きます煮込んだスープの複雑な味が味わえる太麺の触感とスープの味わい麺の香りが鼻に抜けてゆく瞬間がつけ麺の醍醐味の様な気がする全粒粉は、香りを出したいための工夫だとかそして、チャーシューを見るとなにやら黒い粒が見えるもしやと思ったらキャビアだった！！！食べ方がわからず、思わずスープに着けてしまったが味がスープにかき消されてしまったもったいないことをしてしまった総じて拘り、手の込み方がすごいラーメンでしたただ、キャビアはもったいないような気がする,"['少ない', '綺麗', '高め', '良い', '複雑', '黒い', 'ない', 'すごい', 'ない']","{'ない', '黒い', '良い', '高め', '綺麗', '複雑', 'すごい', '少ない'}",
233,233,15,つけ麺 えん家,3.09,9,早稲田大学に程近い場所にしばらく前から開店に向けて準備されていたので気になってました。つけ麺大好きなので行かなきゃと思っており開店初日に早速行って参りましたので、久しぶりに投稿。中に入るとカウンターと2人がけテーブルがいくつか、雰囲気は音楽も含めて清潔感があってリラックス出来る感じ。カウンターに座りましたが、狭過ぎることもなく椅子に荷物置きがついてたりします。入り口のそばの券売機でオーダーしたのは味玉つけ麺。他にも混ぜそばがあったみたいで気にはなりましたが、まずはここから。お冷やにレモン浸してあったりして全体的に女性受けも考えて作ってる感じがします。しばし待って開店初日と言うこともあり？若干の不慣れ感は有るものの、出てきたつけ麺、スープは美味しそう。香りも良い感じです。麺はつけ麺にしては若干細めのクセのなさそうな感じ、なんか水菜っぽい葉っぱが乗ってます。なんかチャーシュー多いなと思ったら初日キャンペーンだったのかサービスしてけれたそう、らっきー！とりあえずスープを少し啜ってみると、魚介強めの鷄、豚のミックスのようで、濃厚に仕上がっており、刻んだ玉ねぎの甘みがあってなかなか美味しい。麺はつけ麺にしては若干細めに感じるクセのなさそうな雰囲気でしたが、スープにつけて食べてみると香りも良く美味しいです。つけ麺に葉っぱが乗ってたのは初めてでしたが、これも案外濃厚なスープと麺と合ってて、一緒に食べると少しさっぱりした感じで食べれます。チャーシューもいい感じの仕上がりで、味玉の半熟具合も完璧でした。ボリュームは中盛りか大盛りを無料で選べて中盛りにしたのですが、良い意味で普通。全然一食としては足りますし、少食な女性にはちょっと多いかも？ってくらい。食べ進めるとスープ割いかが？と声がかかり、もちろんお願い。ポットで自分で注ぐスタイルです。スープ割りをすると魚介系つけ麺の旨味に加えて野菜系の甘み、さっぱり感がここの特徴かなぁと思いました。開店初日ながら小雨だったこともあり、店内には空きがある状態でしたが、人もボチボチ入ってきましたのでさっさと退散。全体的に満足度はなかなか高かったです。ちょいさっぱりヘルシー系な濃厚つけ麺という矛盾した感想を持ちましたが、その辺はぜひ一度お試し頂ければと。接客も嫌な感じは無かったですし、今度は混ぜそばの方にもチャレンジしたいなーと思います。ご馳走様でした！,"['程近い', '大好き', '狭い', 'ない', '全体的', '美味しい', '良い', 'ない', '多い', '強め', '濃厚', '美味しい', 'ない', '良い', '美味しい', '濃厚', 'いい', '完璧', '良い', '少食', '多い', 'いかが', '全体的', '高い', 'ヘルシー', '濃厚', '嫌', '無い']","{'無い', 'ない', '強め', '狭い', '嫌', '全体的', '少食', '高い', '良い', '美味しい', '完璧', 'ヘルシー', 'いかが', '濃厚', '多い', 'いい', '程近い', '大好き'}",
234,234,15,つけ麺 えん家,3.09,9,台湾まぜそばというものをほとんど試したことがないので注文してみた。台湾まぜそばとは、最初のまぜそばだけでなく、最後の追い飯の流れで食べるものだと理解した。さて、当店のまぜそばの感想だが、美味しい。自分の中での比較対象が無いので、台湾まぜそば普通に美味しいのか、当店が特に美味しいのかは分からない。,"['ない', 'ない', '美味しい', '無い', '普通', '美味しい', '美味しい']","{'美味しい', '無い', 'ない', '普通'}",
235,235,15,つけ麺 えん家,3.09,9,今日も雨降ってたので蒸し暑くてビール飲みたくなりますね。早稲田大学の近くにある新オープンしたつけ麺えん家を通りかかって、お洒落な雰囲気に惹きつけられて入ってみました。夏にピッタリの辛つけ麺と冷やしたビールを注文しました。キャビアとレアチャーシューが麺ととても相性が良くて、食べ終わってレアチャーシューサラダを追加注文してビールと一緒に美味しくいただきました。お店の場所は早稲田大学の近くにあり、メニューに美味しそうなまぜ麺もあるので、もう一度足を運んで食べに行きたいお店です。,"['蒸し暑い', 'ピッタリ', '辛い', '良い', '美味しい', '美味しい']","{'良い', '美味しい', '辛い', '蒸し暑い', 'ピッタリ'}",
236,236,15,つけ麺 えん家,3.09,9,つけ麺(中盛)。この間歩いてたら見つけた新しい店。混んできたかなと行ってみたら、そこまでじゃない。入り口の券売機でぽち。つけ麺はチャーシューと水菜が載ってる。チャーシューはレアっぽいのと普通のと。レアっぽいのにはキャビアっぽいのが載ってて、謎。麺付けて食べる、うまい。レアチャーシュー苦手だけど、ここのは噛みやすい。なるほど、焦がし玉ねぎ感じるつけ汁。一味と魚粉を途中で追加。いい感じの麺の太さ。最後はスープ割もらって、うん中盛でちょうどいい。,"['新しい', 'ない', 'うまい', '苦手', 'いい', '太い', 'いい']","{'苦手', 'ない', '太い', 'うまい', '新しい', 'いい'}",
237,237,15,つけ麺 えん家,3.09,9,お昼の時は試しの気持ちで食べに行きました。お店の雰囲気がとてもよく、女性1人でも入りやすかったです。辛党の私は、台湾混ぜそばを注文しました。一口を食べたら、今まで食べたことがない味でびっくり。にんにくの辛ソースが香ばしくて、辛さも丁度です！また行きたいと思いますので、今度は定番の辛つけ麺を食べます。楽しみしています！,"['よい', 'ない', '香ばしい', '辛い', '辛い']","{'香ばしい', 'ない', 'よい', '辛い'}",
238,238,16,中国料理 皇家龍鳳,3.59,59,週末はご近所さん＆ホテル好きな友達で！浴衣でランチ～！( ¨ )/残念ながら雨だったんだけど、それはそれで楽しい撮影会をしたよ！行ってきたのは、リーガロイヤルホテル。徹底した感染対策をしてたので、安心してお食事できましたん♪あ、もちろん撮影時以外はマスク着用です！エントランスには素敵なひまわりが＾＾綺麗だねぇ～夏だね！わたしの誕生花♪ランチはリーガロイヤルに入ってる中華レストランにて♪お席が窓側で青々とした中庭がとっても綺麗に見えました～写真もとりやすくて浴衣も映えた！OZmallから予約して、3000円のランチコース。まずは前菜です。このトマトがすーっごくあまくて、美味しかったなぁ＾＾次は点心！ぷりぷりのエビ餃子に、肉汁じゅわ～な小籠包。これがめちゃ美味しかった(*´`*)セロリと合鴨のスープ。麺を入れたくなるようなそそられるスープでした♪そして、メイン！６種類くらいから選べるメインは、エビチリにしたよ＾＾やっぱり王道のエビチリが好きです。笑ここのエビチリは、エビが大きくてぷりっと。シンプルにそれしか入ってないけど、ソースがまたとろみよくて美味でした～締めのデザートもね♪しっかりついてたょ＾＾今回はマンゴーや杏仁豆腐はNGでリクエストしたので、苺のシフォンケーキに！あたたかくて、しっとりして、ほのかにあまくてちょうどいいボリューム。締めにぴったりでした＾＾ごはん終わって、ぺちゃくちゃ喋って、ホテルの中でたくさん撮影していたら、なんと、晴れた！！青空が綺麗～早稲田大学へようこそ！的な＾＾誰も早稲田生じゃないけど。笑素敵な素敵な日曜日でした♪,"['好き', '残念', '楽しい', '素敵', '綺麗', '綺麗', 'あまい', '美味しい', '美味しい', '好き', '大きい', 'シンプル', 'よい', '美味', 'あたたかい', 'ほのか', 'あまい', 'いい', 'ぴったり', '綺麗', 'ない', '素敵', '素敵']","{'大きい', '素敵', '美味', 'ない', 'ほのか', 'シンプル', '美味しい', '好き', '綺麗', 'あたたかい', 'ぴったり', 'あまい', '残念', 'いい', 'よい', '楽しい'}",
239,239,16,中国料理 皇家龍鳳,3.59,59,"6時半、1階の皇家龍鳳へ。受付には誰も居ない！？暫くしてHi氏が気付いて出て来る。中程のテーブルに案内される。宿泊者限定メニュー(各5千円)のAを注文。△(□) 4種冷菜盛合せ；クラゲ、野菜甘酢漬け、蒸し鶏、叉焼。△□　フカヒレ醤油煮込み　　：胸鰭だが、値段を考えれば上出来。△□　北京ダック（蟹爪の揚物との選択）メインを9種類から3種類選択。△□　牛肉とピーマンの細切り炒め　　：安いと牛肉があからさまに品質悪い場合が有るが、これはマアマア（OGの良い物か？）△(□) 海老のチリソース　　：かなり辛い。□△　麻婆豆腐　　：香料の使い方が素晴らしい。△□　五目炒飯（叉焼と葱の細切り汁そばとの選択）　　：一寸脂ぎっているが、楽しめた。△	　デザート；タピオカ入りココナッツミルク：ココナッツミルクは大好きだが、これは、、、。サービスは主にHi氏とSa氏。前半はお茶が空になってもそのままだったが、後半はそれなりに補充された。連綿と水準以上の料理が続き、麻婆豆腐は感心するレヴェル。来週も利用しようと思いながら8時前退出。＊翌週もリーガロイヤルホテル東京宿泊予定だったが、朝食(ルームサービス)和・洋とも気に入らず、京王プラザホテルに宿泊変更した為、翌週のリピートは無かった。","['安い', 'あからさま', '悪い', '良い', '辛い', '素晴らしい', '大好き', '連綿', '無い']","{'安い', '無い', '連綿', '素晴らしい', '良い', 'あからさま', '辛い', '悪い', '大好き'}",
240,240,16,中国料理 皇家龍鳳,3.59,59,高田馬場　早稲田　リーガロイヤルホテルの中にある中国料理　皇家龍鳳にディナーを楽しんできましたぁ。アクセスしにくいのが難点なんだけど結構好きなホテルデス。特にドラマのロケで良く使われるセーラーバーが好き最寄り駅の早稲田駅から徒歩7分程度高田馬場駅から1時間に2本程度の無料シャトルバスを利用するのがいいのかも。ロビーラウンジの1階のお隣にあるメインダイニング中に入るとシャンデリアに絨毯と洋画が飾られていてフレンチレストランのような店内席間隔もゆったり目がいいわぁ。今回は一休の龍華＋飲み放題付6900円のコースをチョイスメインはワンテーブルで3品チョイス16品あるので選ぶの悩むけど結局は冒険せず(笑)面白味にかけるけど定番の物をチョイスです～。飲み放題メニューはそんなに種類はないけどビールがあればオーケー◆ビールアサヒスーパードライの瓶ビール飲み放題に生ビールなら尚グッドかな。でも久しぶりに飲んだ瓶ビールも美味しい。◆広東焼物入り冷菜の盛り合わせ豚のチャーシューやプチトマトの酢漬けなど5種類タラバ蟹　干し貝柱入りふかひれスープ濃厚なスープふかひれは気持ち程度に入っているけど(笑)とろみのあるスープは好き～北京ダックもしくは蟹爪の揚げ物が選べます～迷わず北京ダッグ！！！◆北京ダッグお店の方が目の前でくるっと巻いてくれます。ジューシーでソースが濃厚でした。メイン料理が程よい時間配合でやってます。大皿で持ってきてくれてお店の方が取り分けてくれるスタイル◆海老のマヨネーズソース海老はプリプリでマヨネーズはたっぷり～。満足感がある！！！◆牛肉とピーマンの細切り炒め食べなれている味(笑)安定の美味しさ。◆白ワインワインメーカーズノートシャルドネバッチ106オーストラリア産で飲みやすい～。楽天で買うと1000円程度の白ワインでした。◆酢豚（黒酢）思いのほか量が少ない～。(笑)黒酢がしっかりきいて豚の塊も柔らかい！！！玉ねぎやピーマンなどシャキシャキ～。◆五目炒飯1人プラス500円で大盛りに(笑)パラパラして具もしっかり入ってるぅ。お茶が出てきてお料理終了～。本日のデザートは◆杏仁豆腐手作り感満載の柔らかいプルプルした杏仁豆腐油っこいお料理の後にはサッパリ！！！飲み放題にオレンジジュースがあったので試しに食後に頼んでみました。ホテルクオリティーギリギリのオレンジジュース（苦笑）ホテルの中華レストランなので雰囲気やサービスはハズレがないなぁ。帰りは高田馬場駅までシャトルバスでその後は自宅まで歩いたのですっかり酔いも冷めちゃった。,"['好き', '良い', 'いい', 'そんな', 'ない', '美味しい', '濃厚', '好き', 'ジューシー', '濃厚', '程よい', '少ない', '柔らかい', '柔らかい', '油っこい', 'サッパリ']","{'ない', '柔らかい', 'サッパリ', '良い', '美味しい', 'そんな', 'ジューシー', '程よい', '少ない', '好き', '油っこい', '濃厚', 'いい'}",
241,241,16,中国料理 皇家龍鳳,3.59,59,早稲田にあるリーガロイヤルホテル東京中国料理皇家龍鳳でお得なプランがあったので新年会として利用ホテル開業25年との事だけど風格もあり全体的に綺麗でした飲み放題のプランだったのでまずはビールを～スーパードライの瓶ビールでした　生ビールなら完璧なのにねぇ^^;ビール　紹興酒　焼酎　ウイスキー　ワインなどありソフトドリンクも飲み放題に入っていました今回のコースは前菜の盛り合わせ　スープ　北京ダックなどに飲み放題が付いて一休さん限定のお得プランで6900円メイン料理は1つのグループで3品選べます個人でそれぞれ３品選べるのかと思っていたのでちょっと予定が狂いました(笑)広東焼物入り冷菜の盛り合わせどれも美味しかったデス　手抜き感がまったく無いのは素晴らしいタラバ蟹　干し貝柱入りスープ今回のコースでは一番美味しかったかな～どんぶりいっぱいでも飲みほせるくらい気に入りました(^-^)北京ダック　１枚だけどこれも美味しかったなぁ～香港やシンガポールでもそこそこの人気店で食べたけどイマイチな感じだったので久し振りに美味しい北京ダックでした　３～４枚食べたかった天井が高い店内はクラシカルで落ち着いて食事出来ましたここでウイスキーのハイボールにチェンジここから選んだメイン料理が適度な間隔で出てきました最初に海老のマヨネーズソース次に牛肉とピーマンの細切り炒め最後が黒酢の酢豚メイン料理のチョイスが悪かったのか・・・この３品は至って普通だったなぁ～　味が濃い目で白いご飯が欲しくなる感じ^^;旨みとかあまり感じられなかった焼酎の炭酸割り　レモンが別に出てくるのは嬉しい五目炒飯量が少ないだろうと予測して大盛りにして頂きました写真だと少しわかりずらいけどそこそこの量がありました１人５００円増しになりますチャーシューなどの具材が豊富に入った高級チャーハンを堪能デザートの前に温かいお茶デザートの杏仁豆腐飲み放題はやっぱり嬉しい～味が濃い目の中華だったのでアルコールが進みました高田馬場駅からシャトルバスが出ているので案外便利デスまたお得なプランがあれば行きたいなぁ～,"['全体的', '綺麗', '完璧', '美味しい', '無い', '素晴らしい', '美味しい', 'いっぱい', '美味しい', '美味しい', '高い', 'クラシカル', '適度', '悪い', '普通', '濃い', '白い', '欲しい', '別', '嬉しい', '少ない', '豊富', '温かい', '嬉しい', '濃い', '便利']","{'素晴らしい', '白い', '美味しい', '綺麗', '悪い', '少ない', '無い', '嬉しい', '豊富', '温かい', '適度', '別', '高い', 'クラシカル', '普通', 'いっぱい', '濃い', '全体的', '欲しい', '完璧', '便利'}",
242,242,16,中国料理 皇家龍鳳,3.59,59,僕のかかりつけ医の関係でリーガロイヤルにはよく訪れる。人間ドックの時も利用機会はあるのだけど、結局なかなか食事をする時間には居合わせない。朝一で訪れるので、ランチタイムまではこちらにはいないのだ。今日は簡単な検査にきていたのだが、移動も面倒なのでこちらで簡単な食事でもしながらミーティングをすることとなる。中華を選んだ理由は、あまりランチをしないと言ってもそれでも、たん熊北店と、ブッフェの店にはきたことがある。こちらの皇家鳳凰は評判がいいとは聞いていたが初めての利用となった。海鮮かた焼きそば的なものをオーダー。前菜に包子が二種類。デザートもタピオカココナッツミルクが出てきた。ゆったりとした店内はミーティングには最適で、食べ終わっていくら話ししていても他の席が埋まり尽くしているわけではないので、気にしなくても大丈夫。かた焼きそばは美味で具沢山。麺は細麺で歯応えも柔らかく、パリパリ感もあり旨い。味も濃すぎないのであまり塩分を気にしなくてもいい。炭水化物抜きのメニューは流石にないけど、充分満足のいく内容だった。お茶もボットで置いてくださいというリクエストに気軽に応じてくれ、広い客席スペースかあって席数も多いのに、テーブルが気兼ねない会話の空間になる。うん、トータルで名店です。駐車券も時間的に充分出るので、都内なのに駐車場代も気にすることがなくゆったりと話しできる。僕がリーガロイヤルで食べるならこの店が今のところ一番かな。,"['簡単', '面倒', '簡単', 'いい', '最適', 'ない', '大丈夫', '沢山', '細い', '柔らかい', '旨い', '濃い', 'いい', 'ない', '気軽', '広い', '多い', 'ない', '時間的', 'ない']","{'沢山', '最適', '簡単', 'ない', '面倒', '大丈夫', '旨い', '柔らかい', '広い', '多い', '気軽', '時間的', '細い', '濃い', 'いい'}",
243,243,16,中国料理 皇家龍鳳,3.59,59,"開業25周年を迎えたリーガロイヤルホテル東京内ある本格中華料理店。早稲田 ""皇家龍鳳""なんとも重厚な屋号。大隈庭園の陽光差し込む店内は、中華らしからぬ壁面のワインセラーが洋風でエレガント。広々として高級感漂います。席につくまでのスタッフの接客もしっかりしていて、メニューを開く前から期待が持てます。ホテル中華はこうでなくっちゃ。いつも通り昼間から生ビールをいただきながら、料理長オススメ""桃華コース"" 6050円を注文。前菜4種盛りステキな赤いプレートにのった旬の食材達。品良く細めに切られたクラゲがしっかり冷えて美味。焼豚も薄味加減が優雅。フカヒレ煮込み気仙沼産のフカヒレ煮を、コッテリ白湯(パイタン)スープか、アッサリ上湯(シャンタン)スープかを選べるユニークなおもてなし。私は上湯でいただきましたが、しっかり塩味が効いてて上品な味わい。同席者の白湯と食べ比べてみるとそちらもオーソドックスなまったりした味わいで美味しいです。小籠包セイロ入り熱々の2個。上品なひと口サイズの可愛らしい小籠包。スープ控えめ。甕出しの紹興酒をカラフェで注文して合わせます。海老と蟹のチリソースこれも珍しい。殻を剥いた海老とズワイ蟹の脚がふんわり玉子にとじられたチリソース。ぴりりと辛い唐辛子と甘い玉子の調和が妙味。イベリコ豚の香り炒めこれまた中華でイベリコ豚のベジョータをご使用とは斬新。レモングラスとXOの香り炒め。片栗粉で炒めたもののベジョータ特有の固めな食感が好みの分かれる所。雲呑麺海老雲呑が２つのった細麺の塩ラーメン。締めに最適。アッサリ青菜が良い仕事してます。デザート杏仁豆腐、タピオカココナッツミルク、バニラアイス、マンゴープリンから選べます。定番の杏仁にしました。ほんのり杏仁香る本格派。期待を裏切らない品のある味わい。コース構成がとてもバランス良く優雅。料理の量、質、味もさることながら、皿間のタイミングもとてもよろしい。食材アレルギーのある同行者のオーダーも適切な対応で安心でき、食後の中国茶をいただく同行者達の表情は皆、御満悦。大満足の上品で斬新な中華ランチです。","['重厚', 'ない', 'ステキ', '赤い', '良い', 'ユニーク', '上品', 'オーソドックス', '美味しい', '上品', '可愛らしい', '控えめ', '珍しい', '辛い', '甘い', '斬新', '特有', '最適', '良い', '良い', 'よろしい', '適切', '上品', '斬新']","{'可愛らしい', 'ない', '適切', '美味しい', 'ステキ', '辛い', '甘い', 'ユニーク', '良い', '特有', '重厚', 'オーソドックス', '控えめ', '上品', '最適', '斬新', '赤い', 'よろしい', '珍しい'}",
244,244,16,中国料理 皇家龍鳳,3.59,59,こちらに来るのは結婚式場の下見に来たとき以来なので、７年振りとなります。結局こちらでは挙げませんでしたが(^^)所用があり近くまで来たので、せっかくなら良い雰囲気で赤ちゃん連れでも入りやすいホテル内でランチがしたくなり、電話で空席を確認し、３０分後に到着。１３時の段階で満席でした。店内は広々としていて庭園が眺められる窓側の角席に案内していただきました。(ちょうど前のお客さんが帰ったタイミングだったのかな？)これだけでもうかなり満足です。席にベビーカーを置くスペースが十分あり、更に庭園を見ながら食事ができるだけで、乳児連れには最高の贅沢というものなのです。今回はベネフィットのクーポンを利用しました。前菜、本日のスープ、蒸し物、メイン、デザートのコースに、ワンドリンクが付いて３３００円ほどです。ドリンクはスパークリングから紹興酒、ソフトドリンクなどから選べます。私はジンジャーエールを、夫はスパークリングを注文。赤ちゃん用におしぼりを用意してくれましたが、特にベビー向けのサービスというのは無いように感じました。言えば、持って来てくれる感じかな？前菜と蒸し物はそこまで特筆する味ではなく普通でした。フカヒレのスープは美味しかったので、赤ちゃんにも食べさせてみました。すると、滋養を得たのか、その後も終始ご機嫌でした。食べるラー油、卓上の酢などの味は流石、、と唸る美味しさです。夫が頼んだ牛肉とピーマンの細切り炒めも美味しかったです。いつも思うのですが高級ホテルのお手洗いのハンドソープってなぜあんなに良い香りなのか…どこで売っているのかな？どなたか知ってませんか(^｡^),"['良い', '無い', 'ない', '普通', '美味しい', '美味しい', 'あんな', '良い']","{'あんな', '無い', 'ない', '良い', '美味しい', '普通'}",
245,245,16,中国料理 皇家龍鳳,3.59,59,お仕事の関係でお食事会。メンバーの一員がこちらの馴染みということもあり、店内奥にある個室を利用です。フカヒレの姿煮と北京ダックのオプション付きのコース。飲み放題(メニューの中から)もついてます♪皆様集まり、さて始めましょうと思っても個室に店員さんの姿無し。一番下っ端のワタシが席を立ち一般席へ店員を呼びに行く始末。その後の事もあるので夫が呼び鈴などないか？と尋ねるも大丈夫です！とのこと。何だか波乱の予感。飲み物はまずは白ワインで乾杯からのチェイサーで冷たいジャスミンティー。その後、夫の紹興酒を少し分けてもらいました。最後にもう一度冷たいジャスミンティーをお願いするも忘れられました(^ω^;)お料理は個室に大皿で運んできて給仕をしてくれるお姉さんがメニューの名前を言ってから小皿に取り分けてそれぞれの前に置いてくれます。小分け係免除で下っ端としてはほっと一息。しかしボソボソ言っててメニューは全く聞き取れず。おまけにワタシの(ワタシだけじゃないと思う)前に皿を置く際、ポンと投げるように置くのが毎回気になりました。● 前菜盛り合わせ中華なのにフレンチみたいに綺麗なひと皿。叉焼とセロリとプチトマトの酢漬けが特にお気に入り● フカヒレの姿煮込みなんのサメなのか？！ヒラヒラとレースのような？！しかししっかり姿煮。やっぱフカヒレの姿煮は超絶旨いわ。● 北京ダックとエビせん大好きだけどなかなか食べられないひと品！！ソースがコクがあってめちゃくちゃ( ﾟДﾟ)ｳﾏｰもっと食べたかったけど1つで我慢。● 五目揚げ餃子と春巻き見た目が完全にジャガイモwしかし揚げ餃子？！もちもちの皮過ぎで大根餅かと思った(^ω^;)春巻きは安定の美味しさ。どちらもちゃんと揚げたて熱々◎● 海老と銀杏の塩味炒め海老がでっかくて嬉しいぷりっぷりだし♪● 帆立貝柱のオイスターソース肉厚帆立は食べ応えあり。とても美味しいソースも残さずすくい取りましたw● 牛肉と色々茸のXO醤炒めクワイのシャキシャキと袋茸、ヤングコーンの様々な歯ごたえが楽しめる！牛肉の存在感に負けず美味しい。● 五目炒飯 又は 葱と叉焼の汁そば(炒飯にした)前菜にあった美味しい叉焼を感じたけど、ちょっとボソボソ感あり。● 杏仁豆腐と胡麻団子まん丸の変わった盛り付けの杏仁豆腐は安定の美味しさ。熱々美味しい胡麻団子はお隣のご婦人の分まで頂きましたw● ホットジャスミンティー美味しいお食事と夜なので全く見えませんでしたが大きな窓の外は大隈庭園が望め、天井は高く素敵な個室でしたがとにかく接客が今一つ。このお店に限らずワタシが伺う全ての場所でリーガロイヤルホテルは接客が気になります。ホテルの姿勢の問題かな？味とロケーションが良いので本当に残念。行きも帰りも高田馬場までの送迎バスを利用して優雅な時間からいきなり雑多なドンキ前に戻るギャップは嫌いではないw帰りは酔い醒ましに徒歩で夫と仲良く帰宅したのですが…なんと！！栄通りで思わぬことに仲良しレビュアーｽﾞに遭遇！！酔いが覚めましたwww,"['大丈夫', '冷たい', '冷たい', 'ない', '綺麗', '旨い', '大好き', '完全', 'でっかい', '嬉しい', '肉厚', '美味しい', '様々', '美味しい', '美味しい', '美味しい', '美味しい', '高い', '素敵', '良い', '残念', '優雅', '雑多', '嫌い', 'ない']","{'大丈夫', 'ない', '美味しい', '肉厚', '綺麗', '素敵', '嬉しい', '嫌い', '良い', '残念', '高い', '雑多', '旨い', '完全', 'でっかい', '冷たい', '優雅', '様々', '大好き'}",
246,246,16,中国料理 皇家龍鳳,3.59,59,早稲田大学のホームカミングデーに行ってきました。最高の秋晴れ！真っ青な空のもと早稲田の杜へ。まずは腹ごしらえしましょうと校舎の敷地内からアクセスできるリーガロイヤルホテル東京の中華へ。稲門祭ということで早稲田のOBでかなりの賑わいでした。ランチはひと口冷菜蒸し点心2種スープメインデザートご飯ザーサイ食べるラー油メインは6種の中から選べます。私は帆立貝とイカのトウチ炒めにしてみました。生ビールで乾杯。ひえっひえで美味しい。うすはりのグラスなので美味しさも倍増です。蒸し点心もいわゆるリーズナブル中華のソレではなく、本格的な小籠包と海老餃子。メインの帆立貝とイカのトウチ炒めも上品な中華といった感じで、文句なく美味しいです。食べるラー油なるものがめっちゃくちゃ美味！いわゆる中華的な豪快さはありませんが、正統派の中華料理といった感じかしら。申し分のない素晴らしい接客と美しい庭園の見える大きな窓、日曜日なのにとてもリーズナブルなランチだと思います。生ビールを二杯飲んでかなりお腹いっぱいです。この後ボニージャックスのコンサートを楽しみ、見城美枝子さんにお会いしたのでお写真を撮っていただき、石田純一さんのトークショー、ラグビー部の講演会と盛りだくさんに早稲田大学のパワーを感じることができた、素晴らしい一日でした。,"['真っ青', 'かなり', '美味しい', 'リーズナブル', 'ない', '本格的', '上品', 'ない', '美味しい', '豪快', 'ない', '素晴らしい', '美しい', 'リーズナブル', 'いっぱい', '盛りだくさん', '素晴らしい']","{'豪快', 'ない', '本格的', 'リーズナブル', '美しい', '真っ青', '素晴らしい', '美味しい', '上品', 'いっぱい', '盛りだくさん', 'かなり'}",
